city,month,temperature_celsius,humidity_percent,device_type,star_rating,usage_hours,energy_consumption_kwh
Mumbai,12,24.3,58.2,Iron,2,1.4,1.5764
Satara,3,40.6,66.3,Air Conditioner,2,1.5,5.1013
Satara,3,31.8,50.4,Refrigerator,5,23.3,3.3063
Satara,3,31.6,30.5,Microwave Oven,4,0.4,0.4795
Satara,5,33.1,64.6,Room Heater,4,4.4,9.3805
Satara,9,23.9,84.1,Ceiling Fan,5,14.1,0.878
Satara,11,24.3,56.4,Washing Machine,5,0.5,0.2019
Satara,2,45.1,84.2,Microwave Oven,1,13.3,23.6235
Satara,4,25.4,44.5,Water Heater (Geyser),1,2.7,7.8853
Mumbai,12,23.9,80.7,Room Heater,5,3.9,7.1862
Satara,7,15.9,63.0,LED TV,5,16.0,1.1008
Satara,1,22.7,37.3,Iron,4,1.3,1.2605
Satara,8,25.8,78.4,Iron,3,1.5,1.671
Mumbai,10,29.0,70.9,LED TV,2,7.5,0.7525
Mumbai,9,28.4,92.2,Refrigerator,3,20.8,4.3474
Satara,1,28.0,39.2,Refrigerator,1,20.9,5.2537
Satara,9,26.2,75.1,Ceiling Fan,4,15.3,1.215
Mumbai,12,18.5,69.0,Iron,3,22.3,23.9429
Mumbai,2,26.7,68.5,Ceiling Fan,5,8.2,0.5216
Mumbai,3,34.1,55.8,Water Heater (Geyser),3,2.8,7.3404
Satara,7,13.8,37.8,Room Heater,5,0.8,1.2315
Mumbai,6,44.2,15.3,Water Heater (Geyser),3,9.1,25.1565
Satara,4,32.3,32.9,Ceiling Fan,3,6.1,0.6095
Mumbai,10,30.5,87.8,Desktop Computer,4,0.7,0.1864
Satara,1,16.3,16.5,Refrigerator,2,6.8,1.2262
Mumbai,4,27.2,70.8,Iron,4,0.7,0.7259
Mumbai,8,29.5,87.9,Microwave Oven,2,12.5,18.9745
Mumbai,7,31.1,88.6,Iron,4,0.9,0.9754
Mumbai,4,36.8,30.3,Air Conditioner,4,13.5,31.7472
Mumbai,1,24.6,65.1,Room Heater,3,4.8,10.3291
Mumbai,12,27.6,59.6,Water Heater (Geyser),2,2.6,7.1181
Mumbai,5,31.7,63.9,Room Heater,4,1.9,4.0001
Mumbai,8,40.8,20.2,Iron,4,3.5,3.5634
Satara,7,32.4,77.2,Air Conditioner,2,23.7,71.9242
Satara,10,28.2,73.6,Ceiling Fan,2,12.6,1.4976
Mumbai,9,30.6,78.7,Refrigerator,1,22.8,6.2648
Mumbai,5,11.8,30.7,Washing Machine,4,14.2,5.8092
Mumbai,11,29.6,58.9,Washing Machine,3,1.8,1.0392
Satara,7,25.0,87.6,LED TV,1,4.4,0.4794
Mumbai,10,31.1,75.9,Refrigerator,3,20.3,4.3016
Satara,12,23.9,48.2,Ceiling Fan,1,5.8,0.7188
Mumbai,11,25.0,64.0,Iron,3,0.5,0.5412
Satara,8,20.0,20.0,Ceiling Fan,3,13.7,1.1015
Mumbai,2,10.3,16.6,Microwave Oven,2,14.3,17.7754
Satara,5,33.2,22.6,Washing Machine,1,1.9,1.3569
Mumbai,10,25.3,19.4,Desktop Computer,5,16.7,3.3446
Satara,4,31.8,49.2,Iron,3,0.5,0.5439
Satara,1,24.0,56.5,Air Conditioner,2,9.7,23.606
Satara,4,12.1,34.3,Air Conditioner,4,1.4,1.9172
Mumbai,1,38.0,81.7,Microwave Oven,3,17.9,26.4964
Satara,10,27.6,57.4,Air Conditioner,4,2.9,6.1117
Satara,10,22.7,55.3,Washing Machine,4,0.8,0.3709
Mumbai,2,26.2,53.7,Ceiling Fan,1,12.0,1.5707
Satara,2,24.9,33.8,Room Heater,5,4.6,8.0687
Satara,9,23.2,85.3,Iron,1,0.7,0.8707
Satara,5,20.7,93.6,Microwave Oven,2,3.6,5.3154
Satara,11,32.9,43.5,Ceiling Fan,4,6.8,0.5749
Satara,7,25.7,79.2,Microwave Oven,3,0.8,1.102
Satara,12,32.3,17.5,Refrigerator,3,16.2,3.1864
Satara,5,30.7,52.5,Air Conditioner,2,6.5,17.8589
Mumbai,12,45.3,89.7,Room Heater,4,7.8,19.3538
Mumbai,5,32.8,83.3,Microwave Oven,2,0.8,1.2191
Mumbai,7,30.5,86.8,Washing Machine,2,1.2,0.8283
Mumbai,11,27.7,61.7,Iron,1,0.4,0.4949
Mumbai,2,12.0,65.1,Desktop Computer,2,1.8,0.5229
Satara,10,14.0,66.7,Room Heater,5,3.2,5.2531
Satara,9,24.7,83.5,Iron,2,1.4,1.6522
Mumbai,8,28.6,80.6,Water Heater (Geyser),4,1.0,2.3601
Satara,6,25.6,77.8,Water Heater (Geyser),3,2.7,6.8226
Satara,9,25.6,82.3,Ceiling Fan,1,13.9,1.8424
Mumbai,12,28.8,72.5,Refrigerator,4,21.4,3.7313
Satara,2,14.7,89.4,LED TV,1,4.4,0.4574
Satara,9,11.8,75.6,Water Heater (Geyser),2,11.7,27.4838
Satara,5,41.8,53.3,Microwave Oven,5,12.7,15.5873
Mumbai,11,30.4,68.7,Refrigerator,2,22.4,5.2851
Mumbai,3,15.1,90.5,Desktop Computer,3,19.4,5.292
Satara,12,20.4,39.1,Water Heater (Geyser),2,2.1,5.214
Mumbai,1,37.5,57.9,Iron,3,20.1,22.8182
Mumbai,2,24.0,59.7,LED TV,2,3.6,0.3454
Satara,1,18.6,86.6,Iron,4,4.7,4.8481
Satara,10,29.2,54.2,Water Heater (Geyser),3,1.8,4.5676
Satara,8,24.9,79.9,Washing Machine,5,1.3,0.5491
Mumbai,6,30.4,84.3,Iron,4,0.9,0.976
Mumbai,3,24.8,54.3,Ceiling Fan,2,4.7,0.514
Mumbai,6,31.2,74.4,Water Heater (Geyser),3,2.6,6.9765
Mumbai,10,35.4,67.8,Air Conditioner,4,7.0,16.9677
Satara,10,28.4,58.5,LED TV,1,4.6,0.4883
Satara,5,30.8,53.4,Air Conditioner,5,11.1,21.413
Satara,5,26.8,43.4,Water Heater (Geyser),5,12.0,23.4243
Satara,1,23.3,55.5,Room Heater,5,3.4,5.9437
Satara,8,24.9,83.0,Desktop Computer,3,3.5,1.0221
Satara,11,24.9,60.4,LED TV,4,3.7,0.2871
Satara,8,27.5,86.5,Iron,4,0.8,0.8446
Mumbai,12,47.7,81.3,Refrigerator,3,16.3,4.1782
Satara,1,24.5,45.8,Ceiling Fan,4,15.9,1.1738
Mumbai,11,30.9,61.1,Water Heater (Geyser),2,1.7,4.8032
Mumbai,9,29.5,85.9,Desktop Computer,3,3.0,0.897
Satara,7,24.7,62.5,Microwave Oven,1,14.4,22.6218
Mumbai,11,29.2,72.6,Washing Machine,5,2.0,0.833
Satara,6,12.2,92.4,LED TV,2,14.3,1.3644
Mumbai,8,29.8,82.5,Iron,4,0.8,0.8507
Satara,6,30.3,58.8,LED TV,1,8.3,0.8891
Satara,11,26.1,51.0,Desktop Computer,3,6.8,1.876
Mumbai,6,23.1,85.0,Microwave Oven,5,1.7,1.967
Mumbai,6,31.9,82.3,LED TV,2,5.8,0.6066
Mumbai,8,47.8,28.2,Iron,3,18.9,20.8664
Satara,11,25.2,48.8,Desktop Computer,5,9.5,1.977
Mumbai,1,25.4,57.3,Water Heater (Geyser),3,2.9,7.1184
Satara,7,25.2,69.8,Iron,3,1.2,1.309
Satara,6,31.6,75.9,Desktop Computer,2,3.7,1.2382
Satara,6,18.2,15.7,Microwave Oven,3,1.6,1.8848
Satara,7,24.3,77.7,Ceiling Fan,1,7.4,0.9678
Mumbai,11,30.4,67.1,LED TV,5,4.2,0.3076
Mumbai,10,32.3,79.2,LED TV,2,6.8,0.6943
Mumbai,4,34.8,64.0,LED TV,5,19.0,1.4091
Satara,10,24.2,49.1,LED TV,4,4.0,0.3107
Mumbai,11,27.5,71.4,Air Conditioner,2,8.2,22.1393
Satara,1,20.6,60.6,Ceiling Fan,4,6.5,0.4654
Mumbai,7,30.3,89.1,Iron,3,0.6,0.689
Mumbai,12,26.0,50.8,Refrigerator,1,20.0,5.0486
Mumbai,9,30.5,83.8,Desktop Computer,2,6.1,2.0333
Satara,11,25.1,54.3,LED TV,2,7.5,0.7195
Mumbai,9,30.6,84.9,LED TV,1,5.4,0.5959
Mumbai,10,30.2,82.0,Microwave Oven,4,0.9,1.1729
Mumbai,12,24.4,64.0,Room Heater,1,4.8,11.9413
Mumbai,8,28.7,95.0,Room Heater,1,3.5,9.4648
Satara,12,20.6,45.3,Microwave Oven,1,0.4,0.6009
Satara,9,16.6,91.5,Room Heater,4,14.6,28.2163
Satara,8,26.1,72.5,Refrigerator,2,20.7,4.6793
Mumbai,9,29.3,83.6,Water Heater (Geyser),5,1.5,3.2499
Satara,2,22.0,35.7,Ceiling Fan,5,6.0,0.3308
Mumbai,10,30.6,72.6,LED TV,4,7.2,0.5835
Satara,9,24.5,88.2,Refrigerator,5,23.4,3.1632
Satara,8,25.9,84.1,Ceiling Fan,1,5.7,0.7836
Satara,3,32.5,28.4,Air Conditioner,2,9.4,25.8027
Mumbai,12,29.9,66.1,Refrigerator,5,22.8,3.2166
Mumbai,5,32.0,83.7,Washing Machine,1,0.8,0.6324
Satara,7,27.6,82.2,Iron,2,0.7,0.8382
Satara,6,28.4,79.6,LED TV,3,2.9,0.266
Mumbai,11,27.9,61.9,Desktop Computer,1,7.0,2.4721
Satara,4,31.3,28.2,Iron,2,1.0,1.1222
Mumbai,10,33.8,31.4,Refrigerator,2,12.9,3.0722
Mumbai,1,23.7,63.9,LED TV,4,2.2,0.1752
Satara,3,26.2,52.0,Desktop Computer,5,4.5,0.9487
Satara,9,25.4,85.3,Microwave Oven,1,0.9,1.4628
Mumbai,10,45.1,68.4,Air Conditioner,2,21.6,80.338
Mumbai,5,30.8,34.0,Microwave Oven,1,16.5,25.5655
Mumbai,2,28.7,39.0,Refrigerator,1,14.5,3.6227
Mumbai,3,30.3,50.4,Microwave Oven,5,0.5,0.5688
Mumbai,3,40.6,44.6,Microwave Oven,4,15.7,20.1596
Satara,7,26.2,85.6,Microwave Oven,5,1.0,1.1534
Satara,11,38.5,21.9,Microwave Oven,2,16.7,23.8319
Mumbai,12,24.5,57.3,Microwave Oven,1,0.7,1.0729
Mumbai,10,20.7,56.9,Desktop Computer,1,19.0,6.494
Mumbai,1,24.4,66.8,Water Heater (Geyser),5,1.0,1.9339
Mumbai,1,22.3,55.3,Desktop Computer,5,2.5,0.5247
Satara,10,29.5,58.5,Air Conditioner,5,2.5,4.638
Mumbai,11,29.8,70.3,Washing Machine,2,0.8,0.5335
Satara,7,24.5,92.7,Room Heater,1,2.0,5.1532
Satara,3,24.5,44.4,Washing Machine,5,21.0,8.1833
Mumbai,5,40.4,92.8,Refrigerator,3,5.5,1.3179
Satara,1,19.5,48.5,Air Conditioner,2,5.9,12.8429
Mumbai,10,32.5,74.1,Water Heater (Geyser),1,2.7,8.492
Satara,8,24.5,81.5,Refrigerator,4,23.5,3.878
Mumbai,5,31.9,85.4,Washing Machine,3,0.5,0.3047
Mumbai,6,30.1,82.2,Room Heater,5,4.6,8.98
Mumbai,6,28.6,79.2,Air Conditioner,4,5.1,11.3827
Mumbai,1,12.3,34.8,LED TV,5,4.2,0.2644
Satara,8,24.5,81.6,Iron,1,0.6,0.7525
Satara,3,22.5,46.0,LED TV,5,3.0,0.1992
Mumbai,2,14.0,26.6,Room Heater,2,21.1,41.0063
Mumbai,7,27.6,32.7,Microwave Oven,2,17.9,24.8334
Satara,1,19.9,64.2,Iron,5,0.6,0.5664
Mumbai,6,31.0,84.8,Refrigerator,3,20.3,4.3218
Mumbai,3,29.1,64.4,Ceiling Fan,4,5.9,0.4952
Satara,2,12.4,35.1,Water Heater (Geyser),1,6.9,16.1992
Mumbai,12,17.5,16.3,Air Conditioner,1,3.6,7.8785
Satara,2,47.9,89.2,Air Conditioner,3,3.3,11.3525
Satara,4,31.1,32.8,Room Heater,5,4.3,7.8434
Satara,7,17.3,93.6,Water Heater (Geyser),3,13.5,32.182
Mumbai,1,42.5,33.2,Room Heater,3,20.2,49.2237
Mumbai,3,29.9,61.8,Microwave Oven,3,0.4,0.5568
Mumbai,9,10.9,52.1,Air Conditioner,5,19.1,22.537
Satara,10,28.3,55.3,Refrigerator,3,23.5,4.649
Satara,3,23.8,45.9,Iron,1,1.0,1.1709
Mumbai,2,27.1,44.8,Desktop Computer,1,2.9,0.9879
Mumbai,1,22.6,67.3,Room Heater,1,3.7,9.0995
Mumbai,8,29.0,72.1,Iron,1,1.8,2.2558
Mumbai,12,27.5,70.6,Air Conditioner,3,7.1,17.038
Satara,2,14.0,74.4,Room Heater,3,8.6,16.8363
Satara,10,11.1,35.2,LED TV,1,6.6,0.6191
Satara,6,27.2,84.5,Microwave Oven,5,0.9,1.0567
Satara,6,24.0,58.4,Desktop Computer,2,11.2,3.4658
Satara,7,45.8,49.4,Air Conditioner,5,2.4,5.8034
Satara,5,27.1,49.3,Iron,4,1.4,1.384
Satara,9,24.8,75.1,Refrigerator,3,20.4,3.9708
Mumbai,2,26.8,60.0,Desktop Computer,3,2.8,0.7798
Mumbai,1,25.4,67.0,Washing Machine,5,2.0,0.8162
Mumbai,1,26.9,62.5,Air Conditioner,2,5.1,13.3763
Mumbai,1,37.7,54.6,Ceiling Fan,5,16.7,1.1975
Mumbai,12,23.8,70.4,Iron,4,0.6,0.6004
Mumbai,5,31.3,61.8,Microwave Oven,2,1.3,1.9321
Satara,7,25.5,86.1,Water Heater (Geyser),1,0.8,2.4617
Mumbai,1,40.4,29.3,Ceiling Fan,3,15.8,1.7537
Mumbai,3,25.1,64.0,LED TV,2,4.1,0.4002
Satara,5,30.4,39.7,Room Heater,5,1.0,1.844
Satara,12,32.3,89.6,Washing Machine,5,20.8,9.2235
Satara,4,30.1,42.0,Air Conditioner,1,11.6,34.1697
Satara,2,43.4,65.7,Water Heater (Geyser),1,1.9,6.7205
Satara,3,46.0,32.7,Iron,3,5.2,5.8265
Satara,5,28.2,48.5,Ceiling Fan,1,15.0,1.9912
Mumbai,11,28.7,67.0,Iron,1,0.7,0.8636
Satara,2,23.4,36.6,Microwave Oven,3,19.4,24.1681
Mumbai,11,28.4,73.9,Room Heater,1,2.4,6.2797
Mumbai,4,37.7,74.8,Microwave Oven,3,9.8,14.2741
Mumbai,5,30.8,78.4,Iron,4,0.6,0.643
Satara,4,34.0,26.3,Washing Machine,3,0.5,0.2722
Mumbai,9,28.5,89.2,Iron,3,0.4,0.4528
Mumbai,3,11.5,85.3,LED TV,4,7.9,0.6049
Mumbai,6,30.9,86.1,Air Conditioner,3,11.1,29.5389
Satara,4,27.3,44.9,Water Heater (Geyser),2,3.0,8.0576
Mumbai,3,27.4,63.9,LED TV,3,2.3,0.2065
Satara,9,24.1,81.7,Desktop Computer,3,2.2,0.6284
Mumbai,5,17.1,47.5,LED TV,4,17.7,1.3157
Satara,11,23.5,64.4,Iron,1,4.1,5.0124
Satara,6,27.5,60.0,Desktop Computer,3,6.2,1.7652
Satara,11,34.9,89.8,Desktop Computer,4,9.3,2.566
Satara,12,39.8,26.1,Ceiling Fan,2,8.9,1.1798
Mumbai,7,30.3,79.0,Microwave Oven,3,0.8,1.1443
Satara,8,25.2,82.7,Washing Machine,3,2.0,1.1629
Mumbai,4,32.2,63.7,Microwave Oven,1,1.1,1.7873
Satara,3,30.7,19.7,Air Conditioner,4,7.4,15.4499
Satara,2,31.2,76.2,Desktop Computer,2,17.6,5.8176
Satara,10,26.8,63.8,Air Conditioner,4,11.4,23.4344
Mumbai,4,33.9,59.0,Microwave Oven,3,1.2,1.6801
Satara,3,29.9,57.9,Air Conditioner,4,8.3,17.6831
Mumbai,8,31.3,20.9,Refrigerator,4,13.3,2.2137
Satara,5,11.5,25.5,Ceiling Fan,5,22.3,0.991
Mumbai,7,26.4,84.8,Ceiling Fan,3,11.2,1.1054
Mumbai,1,23.7,91.5,Microwave Oven,4,12.3,15.6266
Mumbai,3,30.5,52.7,Room Heater,2,2.7,6.4886
Mumbai,3,23.8,74.2,Air Conditioner,4,9.5,18.7487
Satara,8,23.5,94.9,Ceiling Fan,1,4.5,0.6055
Satara,4,34.9,40.0,Microwave Oven,1,1.2,1.8724
Satara,1,21.2,57.5,Microwave Oven,4,0.8,0.9526
Satara,4,33.4,41.0,LED TV,1,2.0,0.2105
Satara,3,27.3,46.3,Desktop Computer,4,7.3,1.7739
Mumbai,10,28.7,74.6,Desktop Computer,4,2.7,0.6996
Mumbai,2,25.7,53.4,Desktop Computer,4,8.3,2.0508
Satara,6,47.9,31.0,Microwave Oven,1,6.2,10.1731
Mumbai,9,31.1,94.4,Air Conditioner,2,4.2,12.593
Mumbai,2,25.5,60.2,LED TV,5,7.9,0.5522
Satara,6,25.0,78.1,Microwave Oven,2,0.8,1.182
Mumbai,12,26.5,57.5,Iron,4,0.4,0.406
Satara,1,22.0,43.8,Microwave Oven,2,0.9,1.252
Mumbai,4,34.3,63.0,Desktop Computer,1,6.0,2.2004
Mumbai,2,26.0,82.1,Room Heater,3,21.1,47.1183
Mumbai,7,28.7,93.2,Iron,5,0.4,0.4092
Mumbai,5,33.0,74.5,Refrigerator,4,20.7,3.8382
Satara,10,28.9,57.5,LED TV,4,4.8,0.3813
Satara,11,24.7,56.5,Room Heater,3,1.9,4.0407
Mumbai,1,24.6,68.5,Air Conditioner,5,3.3,5.6236
Mumbai,8,27.9,90.4,Desktop Computer,4,9.3,2.4602
Satara,4,26.9,36.3,Ceiling Fan,3,14.9,1.3964
Satara,9,21.7,89.3,Refrigerator,4,20.2,3.2888
Mumbai,9,27.6,83.0,Room Heater,2,1.7,4.2513
Mumbai,6,32.7,78.7,Iron,2,1.4,1.7055
Mumbai,8,30.7,86.4,Iron,2,1.0,1.2042
Mumbai,3,22.0,24.3,LED TV,4,6.9,0.5099
Satara,11,25.7,45.4,Desktop Computer,5,6.4,1.3209
Satara,4,15.1,23.3,LED TV,5,9.9,0.623
Satara,5,29.6,47.5,Desktop Computer,5,3.1,0.6641
Satara,7,43.7,53.5,LED TV,5,14.6,1.0956
Mumbai,1,24.3,67.0,Water Heater (Geyser),4,2.6,5.7878
Satara,10,30.2,76.5,Desktop Computer,2,6.1,2.0688
Satara,1,13.7,18.7,Room Heater,1,11.8,24.5357
Mumbai,9,28.5,83.3,LED TV,1,3.1,0.3437
Mumbai,7,29.5,92.4,Refrigerator,5,22.6,3.3627
Satara,7,18.0,58.5,Microwave Oven,5,0.6,0.6424
Mumbai,10,16.7,35.2,Refrigerator,1,6.3,1.3427
Mumbai,12,25.2,70.8,Refrigerator,1,21.2,5.451
Satara,2,44.7,32.8,Ceiling Fan,4,16.1,1.5907
Mumbai,9,20.7,86.9,Room Heater,3,4.2,9.0186
Satara,4,31.3,29.1,Iron,2,0.6,0.6643
Satara,4,28.3,72.6,Washing Machine,2,13.4,8.8975
Mumbai,7,28.8,85.0,Microwave Oven,2,0.6,0.9063
Mumbai,3,46.9,72.3,Desktop Computer,1,8.1,3.2229
Mumbai,7,10.7,67.2,LED TV,5,1.8,0.117
Satara,5,32.0,53.5,Washing Machine,4,0.6,0.2975
Satara,3,35.4,35.0,Desktop Computer,4,5.3,1.3435
Mumbai,2,25.7,65.2,Iron,2,0.9,1.042
Satara,8,22.9,79.4,Washing Machine,5,1.2,0.4858
Satara,2,21.6,35.9,Air Conditioner,5,7.5,11.262
Mumbai,8,31.0,81.7,Washing Machine,4,1.8,0.9258
Mumbai,2,25.6,58.7,Desktop Computer,3,9.8,2.7476
Satara,11,27.7,40.7,Microwave Oven,5,1.0,1.0872
Satara,6,43.2,90.3,Washing Machine,2,2.2,1.6273
Mumbai,10,42.6,84.8,Washing Machine,3,11.4,7.3466
Satara,5,40.2,19.5,Ceiling Fan,5,0.7,0.0493
Mumbai,6,28.1,83.0,Microwave Oven,1,0.3,0.4898
Satara,12,17.5,44.9,Washing Machine,1,0.6,0.3936
Satara,4,31.1,32.6,Air Conditioner,1,10.0,30.2213
Mumbai,12,27.1,57.4,Iron,1,1.0,1.1827
Mumbai,2,24.7,57.3,Air Conditioner,2,5.6,13.8675
Satara,10,25.4,74.0,Ceiling Fan,4,22.5,1.8069
Satara,8,26.3,83.5,Refrigerator,4,20.7,3.5611
Mumbai,9,28.4,78.4,Iron,3,1.1,1.2456
Satara,3,27.7,34.7,Iron,2,0.5,0.5493
Mumbai,9,27.3,88.9,Room Heater,5,1.2,2.3339
Satara,10,27.1,15.7,Water Heater (Geyser),2,7.2,18.5037
Satara,8,23.9,81.9,Ceiling Fan,5,15.7,0.9672
Mumbai,8,13.8,38.8,Ceiling Fan,3,19.3,1.4211
Mumbai,4,32.3,67.3,Water Heater (Geyser),4,1.3,3.1425
Satara,8,25.4,85.9,Desktop Computer,4,9.2,2.354
Mumbai,5,33.1,79.8,Refrigerator,1,21.7,6.1864
Satara,10,25.3,52.4,Desktop Computer,4,3.5,0.8448
Satara,2,27.7,48.5,Room Heater,5,1.4,2.5338
Mumbai,9,21.4,92.4,Air Conditioner,2,7.3,17.6495
Satara,1,37.4,48.8,Air Conditioner,1,8.8,30.5197
Mumbai,4,30.6,62.9,Desktop Computer,1,3.8,1.3685
Satara,1,23.1,55.4,Washing Machine,2,1.2,0.7464
Mumbai,10,34.8,81.1,LED TV,4,21.4,1.7863
Satara,5,30.8,34.9,Refrigerator,3,23.8,4.7052
Mumbai,10,14.5,62.8,Desktop Computer,3,2.6,0.6842
Satara,4,28.1,44.6,Refrigerator,3,20.0,3.8394
Satara,4,28.2,16.9,Refrigerator,3,22.4,4.1781
Satara,7,23.7,77.2,Air Conditioner,5,9.7,16.387
Mumbai,1,11.0,45.1,Refrigerator,3,19.5,2.9465
Mumbai,5,45.5,26.5,Room Heater,5,5.3,10.8274
Satara,1,24.2,48.5,Desktop Computer,5,8.7,1.8176
Satara,4,31.2,82.7,Desktop Computer,5,7.9,1.7983
Mumbai,1,24.7,63.5,Desktop Computer,4,6.1,1.5145
Mumbai,10,31.9,42.4,Refrigerator,4,16.4,2.8348
Mumbai,11,46.8,57.6,Iron,4,18.7,20.2201
Satara,6,15.4,90.5,Desktop Computer,1,15.4,5.3
Satara,1,45.3,75.5,Desktop Computer,1,22.5,9.0807
Satara,3,24.7,30.7,Water Heater (Geyser),5,14.7,26.6912
Satara,2,38.9,54.4,Room Heater,1,13.4,37.7163
Satara,8,35.7,73.0,Water Heater (Geyser),4,9.7,24.7823
Satara,7,24.7,86.6,Washing Machine,1,1.2,0.8862
Mumbai,4,31.9,73.5,Refrigerator,1,21.6,5.9067
Mumbai,12,27.5,53.9,Microwave Oven,3,0.8,1.066
Mumbai,1,27.6,62.9,Washing Machine,5,1.3,0.5347
Mumbai,2,26.0,59.3,Water Heater (Geyser),4,2.3,5.1477
Satara,8,12.8,77.2,Iron,3,16.4,17.4077
Mumbai,7,30.4,86.1,Refrigerator,2,20.6,5.0242
Satara,12,21.6,42.4,Washing Machine,1,1.3,0.8968
Mumbai,2,28.8,53.8,Iron,3,1.3,1.3848
Mumbai,10,30.4,69.6,Desktop Computer,1,6.1,2.2296
Satara,1,18.2,38.6,Water Heater (Geyser),2,2.8,6.6564
Satara,6,22.2,57.6,Iron,5,1.9,1.7576
Mumbai,12,42.2,42.3,LED TV,5,8.9,0.6592
Mumbai,6,29.2,76.5,Desktop Computer,5,9.1,2.0257
Satara,2,19.2,26.6,Microwave Oven,1,1.4,1.9725
Satara,7,25.5,83.9,Washing Machine,1,1.6,1.1993
Satara,2,21.1,37.4,Iron,2,17.5,19.4585
Satara,12,23.3,36.5,LED TV,2,3.9,0.3599
Satara,12,11.9,61.6,Iron,2,21.5,22.9213
Satara,8,18.4,22.7,LED TV,3,11.9,0.9466
Mumbai,4,29.2,53.0,Ceiling Fan,3,9.0,0.8862
Mumbai,12,16.6,18.7,Ceiling Fan,5,11.5,0.5564
Satara,12,20.3,40.9,Iron,4,1.4,1.3457
Mumbai,5,29.5,70.9,Ceiling Fan,5,15.8,1.0357
Mumbai,4,30.7,62.1,Room Heater,1,3.4,9.0307
Mumbai,5,33.4,75.5,Refrigerator,5,21.8,3.3483
Satara,6,27.2,80.9,Room Heater,3,2.5,5.6154
Satara,4,30.4,24.5,Ceiling Fan,1,7.4,0.9798
Mumbai,3,28.0,75.4,Microwave Oven,1,1.2,1.8975
Satara,8,26.1,84.3,Washing Machine,4,1.3,0.6439
Satara,6,28.0,74.1,Microwave Oven,1,1.3,2.1348
Satara,11,26.2,49.1,Air Conditioner,3,8.6,19.3357
Satara,2,24.8,33.0,Desktop Computer,3,6.6,1.7579
Satara,4,35.4,28.3,Desktop Computer,3,10.0,2.8149
Mumbai,8,16.1,39.9,Refrigerator,2,12.5,2.3043
Satara,12,16.3,52.9,Desktop Computer,2,16.0,4.73
Satara,10,27.7,56.2,Water Heater (Geyser),1,2.0,5.9955
Satara,4,36.4,43.6,Microwave Oven,4,1.2,1.4903
Mumbai,4,29.9,60.0,Ceiling Fan,1,10.1,1.3877
Mumbai,7,30.8,71.9,Refrigerator,5,20.7,3.0042
Satara,5,40.7,53.7,Air Conditioner,2,23.2,76.4036
Mumbai,5,35.0,78.6,Desktop Computer,2,3.4,1.1437
Mumbai,5,33.9,82.5,Air Conditioner,2,8.4,26.2824
Mumbai,6,18.3,23.6,Iron,3,19.0,18.9187
Satara,1,20.3,46.8,Desktop Computer,3,7.3,1.9473
Mumbai,9,28.4,90.5,Ceiling Fan,3,15.0,1.5589
Mumbai,12,25.4,48.6,Room Heater,5,3.4,6.0601
Mumbai,11,28.2,58.8,Microwave Oven,3,0.8,1.0747
Satara,12,20.1,49.0,Water Heater (Geyser),1,1.9,5.1493
Satara,12,20.5,57.2,Air Conditioner,1,10.6,26.5435
Mumbai,7,27.3,87.4,Washing Machine,5,1.6,0.676
Mumbai,1,25.0,66.2,Ceiling Fan,3,11.0,1.0439
Mumbai,3,25.4,59.6,Ceiling Fan,1,7.1,0.9218
Satara,11,38.3,30.3,Washing Machine,1,21.1,15.6148
Satara,5,26.6,89.0,Ceiling Fan,3,19.6,1.9948
Mumbai,2,36.0,62.5,Room Heater,5,18.2,36.3972
Satara,1,16.6,35.1,Microwave Oven,5,21.4,21.9937
Satara,12,21.7,18.9,Microwave Oven,2,15.2,20.3322
Mumbai,12,35.2,44.7,Ceiling Fan,5,5.6,0.3876
Satara,10,47.4,64.1,Iron,3,4.8,5.6452
Mumbai,7,27.2,88.0,Room Heater,5,5.1,9.9883
Mumbai,2,27.9,63.8,Refrigerator,5,22.2,3.1138
Mumbai,5,33.1,70.3,Ceiling Fan,3,13.2,1.4199
Mumbai,12,26.3,58.4,Air Conditioner,2,8.4,21.7075
Satara,5,33.5,42.6,Desktop Computer,2,2.4,0.7631
Satara,7,27.3,86.6,Desktop Computer,5,7.5,1.685
Satara,9,23.5,78.1,Ceiling Fan,4,4.8,0.3724
Satara,7,25.0,74.7,Ceiling Fan,2,10.5,1.1967
Satara,12,19.2,40.0,Refrigerator,5,20.8,2.4687
Mumbai,12,23.3,54.7,Iron,5,1.4,1.3343
Mumbai,5,12.9,31.4,LED TV,5,17.3,1.0885
Mumbai,9,27.9,82.1,Refrigerator,1,21.3,5.6601
Mumbai,3,30.0,60.7,Washing Machine,2,1.1,0.719
Mumbai,7,45.3,46.7,Microwave Oven,2,22.2,34.7508
Mumbai,6,31.0,83.2,Air Conditioner,1,11.7,37.9025
Mumbai,2,24.9,62.7,Washing Machine,3,1.6,0.8961
Satara,3,24.8,21.1,Ceiling Fan,4,9.7,0.7031
Mumbai,2,25.0,57.6,Iron,3,0.6,0.6502
Mumbai,2,36.7,15.8,Room Heater,1,10.1,26.4636
Satara,3,23.4,44.3,Room Heater,4,2.5,4.8302
Mumbai,3,26.9,95.0,Iron,3,20.1,23.3408
Satara,7,26.3,85.3,Air Conditioner,1,4.0,11.8904
Satara,3,20.5,35.2,Room Heater,4,1.6,2.9484
